	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104	PC105	PC106	PC107	PC108	PC109	PC110	PC111	PC112
Encosta de Lago	-6.48433290208624	-26.2340287442582	15.2477373954866	9.60922116380442	-17.322245050307	7.5158471091798	34.8971085377086	38.0780785458258	17.0376361796734	9.33242270512981	27.0428363723945	29.3122739344741	-15.7436112981524	14.2791720068128	-4.87818918870678	3.6195434632245	1.94034944390606	-12.6232414742679	-17.5623391175604	1.92516728861097	6.2604259567046	-16.9123679543815	0.56921998313314	-38.005007069401	-26.8938159551935	7.55465313347355	3.00991058682796	-12.0524290460415	25.4387790536346	-9.15140505913692	-5.25835836096414	-3.04013517242306	-14.1616064636143	-9.03497085887208	-18.1813512951191	-4.05268330331482	6.87395246320524	4.74371458321754	-1.57115967541597	-7.92768811549117	9.98040848074106	-3.51652682924443	3.4189780903856	-2.03089767196753	-6.10192280108356	1.50090018496572	-2.53121006664392	-5.47152997810451	-9.78515427277848	0.218542222039192	-8.27746783534402	-11.2208194162563	4.94794409778109	9.41859205190909	0.505366188118845	6.33578079877858	1.78286770896732	4.32429417606595	-1.02278095507648	-9.77362857068993	-1.93561602567465	14.1090956222404	1.48756162245111	-2.37936018562545	2.66807397842618	-1.35491791972152	-6.18236821389329	-6.33096405422589	9.38603771533915	-15.2623090886367	-4.4589549936583	-13.9856365931069	-11.5276560937025	-2.50307281555563	3.80871088327337	-4.38161310171401	14.9121098566638	9.50000654895714	-8.54031529856901	11.6974687886612	1.25028158326659	7.68498623436836	7.88229664827275	6.18455623155451	2.4351597028829	-4.50698165888262	5.13205252001523	5.82386160890254	15.5312696206937	7.54285160510865	-0.417510515196516	-6.88591351817617	6.94384780734639	13.1229624341948	17.3684937481549	11.385134779879	28.3917255828252	-0.207357334215301	-1.47826524931422	15.7444955159975	-4.43545863840575	-0.151161184975888	-8.95124857994651	7.26542970076706	3.69212729308879	-7.63821905184389	-0.323271333635226	-2.59275129583242	-9.30594745370321	-3.67015934350281	0.723659209137111	-8.72786264037562e-14
Exceed And Excel	50.2656832293059	6.11187505712218	21.386581069092	9.43824445560654	16.0694042627516	-0.753204145278528	-3.71652892051967	-7.25590935206759	-5.76341638647355	-2.38369445190601	8.75908419548318	0.308994640475877	-7.95045559899169	30.921701253572	6.22078662573271	-4.09678135471061	-11.6044103809699	-6.39734403925115	6.61590309828184	-0.252787006215775	-1.55395733577698	-2.87409625066305	-6.50383757704722	13.3610350242248	5.25421638780545	-4.91285779068496	16.2652169479072	-9.66026572593704	17.4166131845096	-6.61279491758685	7.90140155284657	-11.4141208858614	-10.0462856502046	5.95310077720503	0.396924012233341	-0.26936747079496	15.9701525453347	8.14402953063923	6.90454929383831	2.87677956293059	7.73129496614496	-18.2988052351851	-1.38586798831324	4.31260096168119	-10.4729838715366	-2.44012495831712	-7.32248355567644	-16.5475601988172	4.88470550525547	2.57854117116973	15.5967875414954	18.0678679130082	10.2669986578851	-5.90424622403051	-4.56326843004508	1.88991399987967	-18.6748235724947	-12.9746859497412	8.7767489323927	1.45687319702663	-41.6976873016603	1.5887576706111	0.0384559036463337	-4.82052980018156	0.355391398888886	4.62862279290282	-0.766363484183581	4.79760871881257	-12.113701642374	-14.5949556426724	-2.05397198706246	12.2098788364916	8.50632972363022	13.1033038730211	-20.4639725299735	10.1610310106164	-22.7508768690882	12.8270330426366	6.15561052799333	-12.4383192368482	-11.8791911624052	6.50022828859245	2.69466327139134	15.6279227242621	31.874375598588	11.9759570211416	18.3265639516137	-1.37100311479192	-2.64282393815666	-2.28861916263894	4.08270181311032	3.00996262716376	1.51218906699206	10.5198280632704	-1.7168665003872	-4.81082201929747	6.37393986683196	3.07835668169019	-12.4900093084672	-0.140319587126268	-1.62592321645817	-8.49302486120461	1.87789358485792	-1.66739132114114	-7.09273020359506	-1.71156637108823	-4.44814823985741	1.21314672735373	-1.81211150959672	2.09617306657401	-2.93206569391893	4.02980913680293e-14
Fastnet Rock	57.244291239587	-6.85650143968342	23.4302135623706	-24.3848313044298	-25.6193101905394	-9.20431761344373	42.216437421026	-28.3061367476767	-20.6995444056533	-13.1709929982057	-37.4560763038167	-7.47059143700369	7.76586302625908	12.4616792461595	-2.55341365793497	18.1393216747346	-6.94028886993799	-3.49755738922443	3.60207674967078	12.4814777286624	2.03514506243719	-15.2983197036958	14.9519194831755	-3.87570441011347	4.38534712417643	0.752405317896416	-5.55226439316214	6.7726794533784	-8.02356689312085	4.64261913111261	6.55845579467299	-3.04315269368805	3.33936233215076	1.90711558962121	4.95153608200451	-5.51185328189883	-1.09666918361922	5.05983492436637	-6.02264437473445	-2.64186433091516	-4.27044352086474	-4.53738694725036	-1.06709517849952	1.78137237537884	-3.96062575600044	1.0219834555298	-1.47541077766828	2.45050127252375	8.76398744667154	-2.59701039564352	0.96689337012332	-6.0759337715159	-6.22054411990437	4.17215819964358	2.3933956901261	-0.053943963239851	2.27338360804641	1.65882723479699	0.33142879487194	-1.15145804530612	-4.03957923926149	5.5677686782349	-7.4984703307752	5.34006399865048	4.8565948485983	-0.0746176237075829	-5.46535861973788	-5.89294162948456	4.30647673837826	0.688038967681282	-1.29244152145682	-5.46197028537381	-1.43126308362701	-0.197243064945999	1.5455870960487	0.975484730264863	3.66523234507212	-2.30958657148183	1.67918871757138	0.299887130133378	2.31299992760547	1.70665520830877	7.4386135694548	0.76614073632493	2.64615695395064	1.97872332601514	-0.466198808167998	2.22785271755651	0.296473773853402	-2.37509068283757	0.174987470270577	3.35131319941421	-2.99618165043658	-8.32244262099978	-1.91797427959462	-10.956135758009	13.8346246093443	1.98860570202973	9.28126735315655	10.0520585393573	-0.751671376717331	-1.59921032773891	12.0781716501202	20.2918489647031	19.4433482734058	33.0926033971918	-22.0933965042794	14.9982980100819	3.08222256240415	-2.29133139477856	-9.62041999089222	-8.29351896810019e-15
Flying Spur	43.8244907244614	17.9242382112719	22.9315184608872	23.0226896704389	-2.98862346487164	-4.28963026872732	5.60114131331475	17.5586136199052	17.0898185156878	13.4481684049779	14.2101754124944	-16.6068645835079	-1.24520715403435	8.58595469427318	22.3212013397436	15.5162806678348	2.09707734496284	-16.1058578204687	13.9178967938241	0.381719662994286	21.1129566903997	-6.49930857982133	0.750094041471992	-12.8228688552144	-1.98728371529369	11.7110607628974	-1.97667903104574	1.27674477109937	-13.2704061007794	-5.82700670277434	-8.21603443278139	-1.5319448112881	20.9596343355827	3.90114716334934	-1.7397003200496	17.0650808861457	5.88554479030486	-7.16070778549171	0.821795778923539	19.482417744501	9.79535921746121	3.32298749852867	11.0939036849778	2.50179309162958	-4.20272703767001	2.18194277453849	1.23002139928265	-9.73842190863335	17.9212417924402	8.69338616693376	-3.18885585862646	-1.4671672332323	4.58380690726721	-4.39059134221162	0.46376243382891	16.4122939870531	-4.23979229199131	-4.07888388245525	-0.834348722467766	-6.55801030715989	2.07931185595204	-3.51224735743407	0.0349968510454655	-10.8368418599456	-2.8300290528731	-6.99706191150852	-0.176286232843224	-17.4767255555023	3.81966142129002	-4.40174838156243	15.9598893149634	2.69741274836321	1.89114989039286	-4.60525783681104	0.382724737182553	-1.68823071110644	-2.15039225518283	-1.57740070579191	-6.06582732978321	-0.12566525177113	0.0699561403428436	8.95199515229637	-3.8404428415347	-18.3772331341921	-13.6367520256243	20.3864194174455	-5.21764838003487	-12.1425144353812	3.27235606090341	-16.5611633714754	-13.4030402446015	-2.63376758819436	16.1365029065483	3.23478628318346	3.04732002268491	-3.23458137142064	-9.14635079506643	2.44878828538012	-1.77731865110196	1.38040454324192	-19.2946473940466	3.44026250364356	-14.1621982558054	15.1365452794007	-21.6436704233348	11.2074498680709	8.40558233054871	0.777255083799008	16.1854511237475	2.04652848994483	-5.18078430934879	-1.2319224314977e-14
Fort Wood	-17.3641006814054	-66.4581845172587	-5.36839830736504	18.4596908617384	0.186118082007796	11.1268622006826	12.1565971996459	4.49201395466811	11.8394153858146	4.92910673856668	-11.889745582382	-8.66554562850551	-5.70608598270552	11.5389531396833	-13.9578213804604	-23.966061066532	3.83746472054328	-12.7967541615743	-35.3450044330427	19.1012759707389	-24.7062478440228	18.7280771386463	-9.54364882768908	18.7526686115823	-0.963013992805721	-10.2022760901486	-20.6297896190216	-4.06535596260226	-10.8683314827996	-7.58027357037358	-1.11001912501452	-20.9236253320449	25.6262017202562	6.99859705390486	-5.60856269461833	-5.24821039232987	-5.7846483875486	3.77737719874716	-5.0886299148488	13.0268525707754	4.37387595979775	7.58678256782383	10.7365836252227	-8.4938770185642	4.24910671975138	-2.20757137297452	5.89886340006203	12.9030929788963	6.04779651765494	-3.6518762666813	3.23662719896013	-5.88690786486993	1.1674630905999	6.95858584131099	1.64409836728323	4.38881527869579	1.91385634535184	1.34341636832709	-2.29424403927376	1.12768873334803	-7.24021687562363	2.22081735724995	-3.20050186877318	0.70328620264451	-2.98859510329234	12.9549003873612	2.06476502672235	-2.60472830350406	0.446931776199912	-5.53056193967759	1.8072393644757	1.97380305227996	-1.40888646039788	0.748224263150037	0.506165824068798	10.3858929406009	6.88967675892748	-4.70154543672575	-5.67847938091513	-18.2642842876209	1.2583507499162	12.5662211691363	4.6964902671827	-7.91496004401668	-2.52378783311991	1.85892095392532	-3.61390392323744	12.5017710314256	7.58518229754449	-7.74382914188944	9.53493543982608	15.5667371293552	-5.58028390665144	-14.0149212613292	-19.9466863239055	11.4935876756001	2.95346913287455	-3.94202791049059	-7.96059212905062	0.684105793676131	-28.5834679649579	-13.4802313790036	-7.40580747750254	-12.236424547724	-1.97698360938809	0.599449218094221	-1.74140659791008	8.46540278848216	-8.70110630906925	-10.130414704944	0.466685547274158	-5.86927018488351e-14
Galileo	-25.4566836317614	-52.5253445945424	1.44394061014757	32.1903478079605	22.5489905285212	-35.9090309353843	-39.7320153744575	-8.66324650767658	4.69376599854607	12.7562198692396	-21.4715837562771	-7.53790073811942	18.5469892473085	8.91904504153926	10.5880944651279	18.231560967143	-0.951707734120583	-3.53115722252028	-4.96290690379481	-5.76014729719462	-11.8684137074287	-17.4278207560431	10.3365107552806	-13.3072469818756	-9.61841897058167	1.3429498999179	-11.2765912320234	10.0199650324058	-4.67990192733926	-5.56333888174882	8.4091534696603	10.3139026896255	-3.37294307796707	-9.07581133037596	-6.53343140060825	-7.71713097556726	-4.44565376059997	1.2692782895418	-7.93589959141972	-0.673687482550811	-0.646297934476105	0.955260781293925	-4.95026614347396	8.10598053716523	0.122979989973291	3.80202249088374	-1.37307125358298	-6.56759816253703	-2.87158347821416	10.2236444723575	1.10092296187923	-1.40119231038783	4.73874870939992	7.82191045285626	0.62078489475548	-7.40438795559701	4.23314590402562	-7.76198929771606	3.55462772722129	2.98201677108304	-3.19017496475949	7.57348077753194	-3.27539541655867	-2.24868013695637	2.78727479742246	0.331615359750566	-3.86556345841373	-6.12380322059216	4.10074635144437	-7.08402503328127	11.0744019327732	-4.11763896086381	4.00406085163612	1.4897920263799	2.44318001104651	-2.48592553089704	-4.80621533170491	0.769502431989452	8.98990698884679	-0.513303628050661	-1.68504337499094	7.39643479745818	-4.54990763124883	-2.58360796713054	-5.08015176735063	-11.6240586924792	6.77820116707798	2.00845603547891	-2.57946478722735	3.74345590424804	5.30520939139988	0.42469668266278	-10.3025948029035	2.06148705568802	-2.20296976253473	-4.50381161305155	2.20767643057942	14.915974861369	-5.13001256641003	-20.6210257617072	0.407194762767364	8.04502149987452	13.9083216360815	22.0861151666608	-8.49606649135223	-9.51027883764192	-6.53969977899165	-12.9296963290801	6.08642684004278	-30.1518742483588	1.51224583507208	-2.07684575849357e-14
Giant's Causeway	-20.6910315103574	-2.26109073636912	33.8734145816923	-14.2365007362487	-8.30201489239523	76.9805039211068	-33.7145908683132	-16.0114069488596	1.06792852949183	17.3538842552053	-26.2969961223758	11.1444512178569	-0.691059417403597	-16.4890796669193	2.65363192649485	-1.71707440939894	-2.33440076400491	-13.2231315324771	0.181799770340009	0.0113773886102351	24.0387179179605	-8.70835603340997	-6.92275856151366	1.69150559770378	-8.46872124481575	-13.5405450158299	-12.9270796664024	1.90187910723491	4.07522707001898	-1.64924442315343	7.63504378564925	-6.66751777107687	-7.3090146798237	3.52939676154323	2.33644704470875	-4.17188568082586	9.37906643272508	-4.63420951355844	-7.80643024856868	1.10558715576892	0.351686427774357	9.47611927158794	1.80058816800918	0.424247420213027	3.45235575747304	6.25659130726411	1.05295399671267	-4.67572089023839	1.62317166022984	-5.34438171114097	10.9966826211326	-4.66486678063572	-1.49606433620015	11.9753545203198	10.1265958436599	3.92007544834438	-2.62275674738863	-1.56629241629866	-2.89100057730743	-1.96835457661455	-1.38105807945252	0.709350864404854	-13.1691429725594	-2.39899790516855	-8.64343345237419	0.0531936035631425	-4.83591526073719	14.2673260556916	4.10534270409202	-4.57019264568057	4.07443070817575	-6.65071837744372	1.93614681303496	0.353665375736344	3.48308245231193	1.22554732279158	2.89725582097693	1.29247099234918	-0.385882661340629	1.09156279073872	-10.3701595441794	0.02723585964744	2.21146961796142	13.4823083131169	4.48815763621715	-4.3167952964055	-1.26538125104343	-6.69458704119471	1.62233618970684	-1.16611364284309	-3.54434325586099	6.70168790744513	-9.69878480404093	13.1266412343614	-10.6680273567344	5.56743710116172	4.72697807684012	-4.01750621847795	10.5771739409595	-2.78507762541486	-3.52052650205237	-4.867127187233	-12.0942008796862	-9.13790856582797	9.69112603385234	16.0161470326005	3.18242033260898	-30.4685077756093	21.8926036373689	-0.155085238953199	2.53938391912291	-1.90244327554618e-13
Green Desert	25.8148136170428	11.6297502007203	-59.5931513311683	18.7267412056733	39.7952327579117	32.9375755474608	30.9622760054547	2.46713998500726	-3.87673962304141	1.83452207331303	0.861950772695426	-3.35960281943812	-9.34930107374673	-10.4568884188135	-1.55690455558911	11.3084546828066	-2.91797952492989	13.4717142588614	10.2759698146597	0.847544162030742	7.04445414241344	-6.11330887251283	7.45255723601878	4.22875751029195	3.18819617439829	-1.80606803127931	-4.87719573193898	3.98478015017499	-1.3883838121512	-5.1347165712201	15.0442869644248	-7.03655208972397	0.203322393633459	-1.7355957351004	-20.9942283463313	8.30532462644379	-11.5318075508684	-3.79157655116727	-8.42225717752388	-7.28937253252715	3.95947249423676	5.4220039218562	4.06972885602433	2.10003940468365	-7.27474547193098	2.83033850875068	-2.75390393605643	4.53931072354572	-0.978124979584148	-4.69061391229722	4.94006442107959	-2.33522383620405	4.39775932563929	2.56814555312662	1.14752981556669	-6.67241334254246	-4.75785210252153	0.180961567198085	5.32718621541225	-7.81905777212318	1.59434428532633	9.03899246704407	0.416770723068496	3.88968904348351	-1.5573568479612	3.91395636776606	9.05292230497078	4.89593084966694	-9.48043787592849	0.893551953426166	11.3947276584524	2.7338349781518	7.80842832590379	7.92567709904154	6.09796498010232	-2.98609799924285	-2.50599568687322	-10.3339771832859	-0.726403969027559	-6.44282568402458	-1.5449535462694	-8.99269485425806	6.0965986925629	4.72756628953409	-1.20545510077524	5.02366296529448	-5.28744797998426	6.84355932816135	6.51782235104331	8.06711616218669	0.896320501767957	-0.433144640572253	8.09338352886907	3.29374319005144	-8.53401475917783	-5.77266483713372	-2.65223965036792	16.1632769662491	-7.37577081043646	-8.88162376731163	-6.30694307318729	3.65629616735474	2.95757576013833	16.9240002791723	9.10321853466004	14.355928379232	22.7575023395259	-17.9292415556015	-28.9717267536069	6.47457240423075	-4.01163462578657	1.94676944988256e-14
Hard Spun	16.5378363159229	-11.2884138587955	4.47010591480874	21.544082093575	2.57335390537113	18.053337393906	6.24248547507792	6.5090432805222	-19.7452110101334	7.31700657813678	34.2837030003287	-16.99011481205	12.5522364168856	-6.48001847491629	21.6527090711394	14.4879805978715	-13.5414142139273	-3.03084580730661	-0.835136070906442	-10.0630616429712	8.51684185932455	-2.12090434175484	22.9170921134229	9.07506447251056	7.61865191906775	4.11157778509266	-24.1549750232107	-5.38001918627891	-6.8212128347161	4.16882339523115	-20.9732803897177	-1.95783343982273	6.36705389591711	15.1371634138549	2.84462942068321	-7.67087277909097	6.96267002894498	4.10494288364357	-11.3417378955787	1.37855320968721	-11.6391925294329	-3.64304390213896	-26.5264594132465	3.55334481912403	8.77160539176926	-19.0617928042905	2.24643106904286	-10.8439038996305	-10.7277343284425	-5.15470591368597	-15.2913505286542	-3.443931180937	-1.74277693577211	11.6575893028752	-29.5265482367225	-15.1037257499766	-6.41900135324931	-2.93406938320571	-21.2985067034494	-2.1782405269896	21.2535689468316	-5.82333437008214	-6.25086799181862	-7.15056306181932	10.0178459614234	11.3464437556617	3.71871768492139	12.252959518207	25.5601824323763	10.7098574377309	3.7548927128916	-13.6831002612883	-9.08605072299985	-0.365418127776172	-15.9845612990954	-1.76616501246241	12.2926409665054	14.6938835099476	-21.3293662229056	-9.4851596750151	-27.7298526460479	-2.64138126655441	5.30020891723129	2.42271405439879	25.6216813268799	-1.63838245190616	-1.9089357091634	-3.91998382267014	2.53826396322583	1.01523491825676	-5.932408929713	0.484110632701429	-1.84617077291459	-5.54418707303542	-2.27140745520533	0.518058213308363	-9.11529922538672	6.16504038764319	1.24301639277781	-0.781882462158882	1.19410846120856	-2.7058002226627	4.06328654173846	1.27963990471996	-1.82405815448307	-2.29343388890346	3.07114470789022	5.24808578315152	-1.6492519050733	-1.53977098833977	-1.05769072425841	2.07462384707732e-13
Hernando	-19.8149475294331	-4.59916333366084	-6.84980203157446	-2.56574700666075	0.289197800734225	-6.28762888729756	0.44892058781804	-8.67471834675828	-15.6843739407074	-14.5918777863081	13.4456474719225	17.3836997482516	1.75796911580889	-31.8057368462138	-9.35431986707413	3.00257544893567	26.0692422061811	6.08360944899662	17.1828407812	18.4271685967446	-13.4299362187721	-4.82527637078139	-17.1100775503997	-17.6107705974434	-10.5316947913891	-38.6984756793443	-3.80129926606523	7.51621000382774	4.01313873442636	1.05955641863628	-12.1048720652759	10.4081204318781	18.6978228254536	27.3617529442224	12.0959229753909	-12.9855637681696	-14.0577581190344	37.1141531542451	-1.73762689644952	-5.63787259337529	30.0899976790651	24.2964366418287	-13.0275286131475	21.1506104169544	-24.6556739239371	3.11607552447286	-8.29070928158531	1.90810384458023	4.01230513986464	26.2087649227246	-4.60745203379074	-8.27839961053001	22.8417355728949	-17.7470691599153	11.8690012954317	-2.88696535785994	-16.2888424642835	-5.99683074795906	-10.3260678352973	-1.0262649271728	-4.81031456002221	-28.4174247306085	-0.63572672170984	15.4808170999824	14.1595819944846	9.47843913898257	9.65896651536027	0.189226207208224	-10.9929539226178	1.36833480051891	-1.29888405693551	-7.02166132818376	-4.58014200940873	7.50066504830806	11.0349426085321	-5.97255112111526	8.04976390616477	3.06508476180227	0.0768532056443204	1.02941783803889	-8.60967756158094	-0.824619605471774	-7.6628386770887	0.817473035445229	4.91740641344789	2.63774817425978	7.5684721496379	6.40250978663762	7.97622680343647	-6.10137906830664	2.59558607087943	-1.70530261780492	0.828780659999608	2.19101820401324	3.34286044623785	-3.331561070535	-4.69826003578621	-2.29727371545864	3.23608706698204	3.74901474075234	-3.22479093526514	0.156142634600609	0.620539111442796	3.3928940812801	1.18295589838753	-0.154851281355336	0.718655704454976	-0.228443674624164	3.93505572888119	-0.0222252785769796	0.296120046476103	6.73996042354144e-14
High Chaparral	-9.64178620238486	-59.3186209957879	5.89991816732954	10.3365281817946	19.4298596131544	-1.935762628473	13.2856789890874	0.709259907518083	8.1702477100825	17.7673510074321	-16.7250831539455	26.6959386441614	3.71434523050099	-8.11678935847151	-12.1612506210453	-11.2140242270365	16.2678905599828	-14.1571345141084	35.0556619488022	5.93798994079282	-11.3591529309505	11.7420557728314	-0.85434243864037	8.53555238789641	15.1439839714239	28.1632737965868	5.86567239683708	-2.18342866554324	9.79541799972412	5.94127176920615	-6.59557296727085	9.65815615569723	4.97235783580407	16.9206487638708	-2.06557713409618	6.22963680408356	1.223597516738	-14.0137030598804	3.57364970096976	-5.05782240994242	14.7955472382405	-8.51525686463644	-5.2127326784687	-1.18670580036707	12.5462777920597	-7.05938549396883	3.46783732745927	2.58478359361939	0.561892345606139	-2.1512968416207	9.85463977429907	8.44515513406004	2.40818128556973	-2.28747828496833	-6.74228251856924	5.82741740874692	-7.43433092075916	-1.17961662886838	6.38773191655796	2.15657339905634	6.99515825760772	11.0344265429623	-3.93870823672417	12.9238501377186	-6.47526264095753	8.91013235345628	-1.4958269800719	0.238932647579528	3.50211284410351	-5.56677310128344	-1.14843460842721	10.1461584502187	-8.78804670542992	0.921020969028221	-4.99108487211751	-1.0840990477469	-4.23788774320786	11.7082248354724	5.52452281071738	-0.520389213873056	-3.20681497448427	-0.0273600638785018	-2.15634413492706	0.599275437849456	-13.4684678333533	17.9845604051147	5.65464182645186	-7.44167871413087	9.04797616542703	3.67951872398364	-2.58249462514625	-1.49632154905387	-3.79365250601084	-6.60561758750573	26.7788201541624	-12.4979222313246	-3.5392432069773	5.57458064017209	30.5475359469693	1.22644826464511	4.89787561026365	-16.5989958309961	8.03571004700936	-13.2615938967688	0.912766115271219	6.5550946441377	13.4135140889048	-0.599230259431122	-3.50897730700319	-11.2827799324327	-1.3935698061209	-6.33490884464796e-14
Holy Roman Emperor	49.4118697798691	-0.484929319987152	12.0925172427655	7.49372013934211	7.58762459735802	7.6045151831183	7.57409048028201	-0.0964545808997601	-21.8710030787141	7.92046503085796	-1.10141751135548	-15.7032903687469	0.480600924868079	3.49967624492367	19.8595484976395	-0.450620420945388	-3.27352923528172	-16.6368197076968	-11.1736379682738	-11.1428455135074	6.27464355410643	6.84480967019045	1.30769494023288	0.266138127532099	3.16249688045553	-3.28302956494951	19.352826026513	-11.0290376047099	20.8070897396977	3.33755935848103	-16.7903205382391	-8.83013862726462	5.73498501598851	10.6783509159243	1.52021425551844	-4.26459958730241	6.55266645668967	12.6443962406868	8.01449861277984	8.11492784351985	5.20131810909291	1.63144475389635	11.9301654545462	-2.291736989163	-8.91771300460854	3.92885431527427	-2.99907161336802	-27.8676820206416	-7.35530629768315	0.106058729593081	1.99749689086856	-12.6345145927757	-0.229629119698755	-13.4766749095939	-1.19047268077354	-22.8967936758501	-10.0223644241618	1.44411099435916	-0.806814551285375	3.97331484880123	-5.94122759784985	2.26452586249066	-1.5069411036488	-3.71517689026582	-2.76319322598647	4.11457032128828	-24.5784936478916	-5.2282689591072	8.69991674401505	4.1874270044153	-16.7285884015685	-2.85968308068545	-2.21455687535896	-7.96798125448859	18.0353285348921	-19.6076389364289	4.09809736204033	-46.379407562296	17.6155298484545	-2.47213856845405	16.2476121430322	1.57433935435355	12.09417248606	-22.4527874311274	11.0826318003965	-10.0217122203795	0.6224312426993	-3.26787872422182	11.0025188511951	4.26481848818509	-7.9611603316417	1.31254905622643	-6.22859894521094	-0.210644212022081	-0.450480554280671	1.31028668589073	-3.47952349720315	-1.08062414620684	8.13070931910526	-11.0746979738081	7.6994434126597	-7.39608993967469	3.29434556206561	-9.31394496379208	-3.27096467104065	-2.12943108072749	3.07220364317053	-2.68864705222641	-4.08637934649021	-1.53767861217901	-3.2252421423187	-6.2823959359401e-14
Hussonet	-30.9468390926894	41.1190954709855	10.9252644862288	31.5283664196948	-8.51597508525719	-22.1028872059087	8.17408303081566	11.0592474730722	-3.22507960714409	-7.15422612525874	-3.1304298654059	2.94486741872521	7.71345594376019	-5.83720434883662	1.86609337081188	-23.470328977096	18.5484049056316	6.64688848744253	26.6466841510038	7.8847277005653	12.2533007623678	5.40069737347953	9.76003692219244	7.69238839038113	-3.4366872120841	-14.7573794718842	-6.0920947311281	14.8046199078118	-7.7220042440532	2.28371852678267	-7.34469365539171	-12.1012616926574	12.5257270067629	-12.3997921858197	8.90236284381382	8.2125340517938	-2.25089379727358	-6.92868211713889	-2.45398777123328	-12.8046755081715	4.86567990269877	-9.58098138135529	-13.1951856132602	-4.03405569674964	35.0610647812396	8.57048617068176	10.1570136950862	-3.69554977782339	16.0784018328954	-15.6163578233472	-22.8569929236481	-8.40055297894502	2.67957331933576	20.5495269871463	-4.5764877143523	-0.186249917101333	-5.18865683369293	20.9326684976007	27.0405397792575	2.40154594370015	-18.5198655925253	3.79416254785357	-16.5393778833996	7.99369577811802	13.2728786124483	-9.32105459136829	26.2481063506976	-4.38420208181302	3.23152970207909	-26.7264277084413	-2.07309187655529	-4.80519409429418	6.4313209719354	-14.3676823762874	0.7599623700373	7.63456845311684	11.1542481624086	-7.56814063746262	19.387802966635	10.6499003307771	-1.85395979184504	3.52109865840718	0.706839153417089	-13.3461826118839	20.3529095608307	-3.24467557013606	4.89781716337042	9.20647867340017	7.60513197548632	2.0212668119534	3.26609227319554	-8.53592280412757	0.217917673448792	-0.277190333064944	1.87861470175302	2.63579332670648	-11.251467514481	-1.86067586537163	-3.14708105405629	0.491865064030802	2.19759826056279	-3.21286711296337	-0.49789080240566	-0.975119069114949	1.99653547326178	1.20944467611643	-1.14329148934026	-5.36938367428061	0.618481662701072	0.687280457171879	0.719354505069555	6.95771302781944e-14
Iffraaj	-19.3121125587258	-9.71515212707686	-3.18353884149769	10.260168635767	-12.120441848081	-11.7488147830906	-8.04466734251421	1.28875851812619	-20.861187978896	0.360472087248604	4.58488207092096	-0.56083909620671	-28.1392290732065	-6.25192404737384	6.48023708679838	40.8508016528038	-14.3694205472048	-18.9802310599854	2.06365498822141	7.08889141601667	-13.4704845304226	7.48383472711015	-6.29291059469893	-8.38570009223445	-3.52618262257669	-9.5643852662909	29.5241262718625	-14.1131075153391	19.746156954285	1.73639965116903	3.28993549184254	-18.2641849960143	13.3806729267785	0.266683794072641	6.55248093514471	16.4345377800631	0.576142549258636	22.9389839245858	11.2686130655123	-14.271486091276	-24.6173795752848	12.5578408402035	-18.7249495612388	-30.1818418750149	20.3200412305073	16.3959451987854	6.19699667272767	11.1424679566291	11.792491643314	1.58557783915379	6.54633150947405	11.4510897334434	-29.7339880810201	-7.29061444409042	5.53500395355997	3.191547456216	6.22784355012395	-4.08005746976013	-2.49247283809124	8.0733629126616	14.4407420114851	5.37679904657087	-5.25717947192759	-15.5441999087889	-8.10660184616676	31.9987355464258	22.4171380693713	0.415186085255328	-17.7398779174675	-9.36557813819553	11.5937614571956	0.384898826128813	-1.62669260181093	9.20896660728756	4.84794863428427	-5.3220897668656	-0.234320461375764	-8.67085938497581	-12.7864506277217	13.9479656149249	-1.93602314558445	11.0726391767744	-4.23510709315692	-4.66935131055453	1.81108340433244	-4.35373894894316	12.3170325281002	-11.3302810676392	-5.16508916806074	4.57692814833495	-3.69758080164698	-5.12102375971009	-2.08994570319271	-0.475874885406285	-3.91350593231603	-6.71749544048413	0.462782451229776	6.25808769037793	-1.13190638868196	3.13371451710775	0.849907525445632	-5.34777642808889	-3.78822948204184	2.22157802712274	4.13842391251987	-1.37727486533408	1.23711477584935	0.602699103367466	1.61356242248059	0.168671612666475	0.184401692045091	1.09251029514865e-14
